Query,COG Category,GO terms
#query,COG_category,GOs
fig|195.2129.peg.1734,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2129.peg.1036,P,-
fig|195.2129.peg.1178,C,-
fig|195.2130.peg.1800,I,-
fig|195.2130.peg.55,V,-
fig|195.2130.peg.1286,S,-
fig|195.2130.peg.3,-,-
fig|195.2130.peg.13,Q,-
fig|195.2130.peg.1015,S,-
fig|195.2130.peg.803,L,-
fig|195.2130.peg.1834,S,-
fig|195.2130.peg.1780,-,-
fig|195.2130.peg.440,L,-
fig|195.2130.peg.1719,-,-
fig|195.2130.peg.1172,G,-
fig|195.2130.peg.1753,G,-
fig|195.2130.peg.242,-,-
fig|195.2130.peg.1755,-,-
fig|195.2130.peg.1784,K,-
fig|195.2130.peg.239,U,-
fig|195.2130.peg.1085,L,-
fig|195.2130.peg.245,-,-
fig|195.2130.peg.1779,I,-
fig|195.2130.peg.12,Q,-
fig|195.2130.peg.1814,G,-
fig|195.2130.peg.1318,-,-
fig|195.2130.peg.1798,-,-
fig|195.2130.peg.1112,-,-
fig|195.2130.peg.4,-,-
fig|195.2130.peg.1113,-,-
fig|195.2130.peg.1756,-,-
fig|195.2130.peg.247,U,-
fig|195.2130.peg.1790,S,-
fig|195.2130.peg.1778,-,-
fig|195.2130.peg.1,I,-
fig|195.2130.peg.1822,M,-
fig|195.2130.peg.1084,L,-
fig|195.2130.peg.1777,I,-
fig|195.2130.peg.1787,L,-
fig|195.2130.peg.1788,-,-
fig|195.2130.peg.5,-,-
fig|195.2130.peg.1757,-,-
fig|195.2130.peg.1773,Q,-
fig|195.2130.peg.1799,I,-
fig|195.2130.peg.832,-,-
fig|195.2130.peg.1821,S,-
fig|195.2130.peg.243,-,-
fig|195.2130.peg.1413,I,-
fig|195.2131.peg.381,O,-
fig|195.2131.peg.81,M,-
fig|195.2131.peg.1172,P,-
fig|195.2131.peg.1130,M,-
fig|195.2131.peg.164,E,-
fig|195.2131.peg.1216,U,-
fig|195.2131.peg.1217,U,-
fig|195.2131.peg.166,E,-
fig|195.2132.peg.1869,S,-
fig|195.2132.peg.320,P,-
fig|195.2132.peg.1820,S,-
fig|195.2132.peg.1081,M,-
fig|195.2132.peg.1669,L,-
fig|195.2132.peg.967,S,-
fig|195.2132.peg.1873,S,-
fig|195.2132.peg.1253,NT,-
fig|195.2132.peg.620,NT,-
fig|195.2132.peg.1863,E,-
fig|195.2132.peg.995,I,-
fig|195.2132.peg.1617,K,-
fig|195.2132.peg.1065,-,-
fig|195.2132.peg.247,P,-
fig|195.2132.peg.261,P,-
fig|195.2132.peg.1846,-,-
fig|195.2133.peg.1934,-,-
fig|195.2133.peg.1917,M,-
fig|195.2133.peg.1940,-,-
fig|195.2133.peg.1518,L,-
fig|195.2133.peg.747,-,-
fig|195.2133.peg.4,P,-
fig|195.2133.peg.1930,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2133.peg.888,-,-
fig|195.2133.peg.758,G,-
fig|195.2133.peg.1674,M,-
fig|195.2133.peg.1513,L,-
fig|195.2133.peg.1581,S,-
fig|195.2133.peg.1859,V,-
fig|195.2133.peg.1142,V,-
fig|195.2133.peg.1579,M,-
fig|195.2133.peg.1102,-,-
fig|195.2133.peg.5,P,-
fig|195.2133.peg.1949,S,-
fig|195.2133.peg.1519,L,-
fig|195.2133.peg.1948,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2133.peg.769,S,-
fig|195.2133.peg.1716,S,-
fig|195.2133.peg.260,P,-
fig|195.2133.peg.1861,G,-
fig|195.2133.peg.1899,M,-
fig|195.2134.peg.1783,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2134.peg.1796,S,-
fig|195.2135.peg.495,P,-
fig|195.2135.peg.1793,P,-
fig|195.2135.peg.251,L,-
fig|195.2135.peg.1833,S,-
fig|195.2135.peg.686,NT,-
fig|195.2135.peg.1844,S,-
fig|195.2135.peg.1825,S,-
fig|195.2136.peg.1774,L,-
fig|195.2136.peg.1503,L,-
fig|195.2136.peg.1766,S,-
fig|195.2136.peg.1603,LV,-
fig|195.2136.peg.1480,-,-
fig|195.2136.peg.1767,-,-
fig|195.2136.peg.1775,-,-
fig|195.2136.peg.1501,L,-
fig|195.2136.peg.1699,S,-
fig|195.2136.peg.1729,NT,-
fig|195.2136.peg.1147,S,-
fig|195.2136.peg.619,S,-
fig|195.2136.peg.1782,EGP,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0015075,GO:0015291,GO:0015293,GO:0015294,GO:0015318,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0034220,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098655"
fig|195.2136.peg.1150,L,-
fig|195.2136.peg.848,L,-
fig|195.2136.peg.1820,-,-
fig|195.2136.peg.1792,K,-
fig|195.2136.peg.1148,S,-
fig|195.2136.peg.1146,KLT,-
fig|195.2136.peg.1442,-,-
fig|195.2136.peg.1149,S,-
fig|195.2136.peg.1441,S,-
fig|195.2137.peg.1860,M,-
fig|195.2137.peg.1844,M,-
fig|195.2137.peg.1833,S,-
fig|195.2137.peg.1104,P,-
fig|195.2137.peg.1845,D,-
fig|195.2137.peg.1507,M,-
fig|195.2138.peg.1262,S,-
fig|195.2138.peg.452,G,-
fig|195.2138.peg.1821,E,-
fig|195.2138.peg.1148,S,-
fig|195.2138.peg.1801,S,-
fig|195.2138.peg.1362,J,-
fig|195.2138.peg.1660,P,-
fig|195.2138.peg.1019,S,-
fig|195.2138.peg.490,EG,-
fig|195.2138.peg.1022,GM,-
fig|195.2138.peg.1830,L,-
fig|195.2138.peg.1021,M,-
fig|195.2138.peg.1507,-,-
fig|195.2138.peg.1826,S,-
fig|195.2138.peg.788,E,-
fig|195.2138.peg.1776,S,-
fig|195.2138.peg.1018,M,-
fig|195.2138.peg.1062,S,-
fig|195.2138.peg.1011,L,-
fig|195.2138.peg.1023,I,"GO:0003674,GO:0003824,GO:0016740,GO:0016772,GO:0016779,GO:0050518,GO:0070567"
fig|195.2138.peg.491,EG,-
fig|195.2138.peg.1020,S,-
fig|195.2138.peg.256,S,-
fig|195.2138.peg.1740,J,-
fig|195.2138.peg.1817,KLT,-
fig|195.2138.peg.1774,LV,-
fig|195.2138.peg.1735,P,-
fig|195.2138.peg.934,L,-
fig|195.2138.peg.1692,S,-
fig|195.2138.peg.1149,L,-
fig|195.2138.peg.1024,M,-
fig|195.2138.peg.1820,S,-
fig|195.2138.peg.358,C,-
fig|195.2139.peg.1500,IQ,-
fig|195.2139.peg.1635,-,-
fig|195.2139.peg.1726,IQ,-
fig|195.2139.peg.1751,S,-
fig|195.2140.peg.382,NT,-
fig|195.2140.peg.1783,S,-
fig|195.2140.peg.732,S,-
fig|195.2140.peg.862,NU,-
fig|195.2140.peg.861,NU,-
fig|195.2140.peg.383,NT,-
fig|195.2140.peg.347,S,-
fig|195.2140.peg.1735,L,-
fig|195.2140.peg.526,S,-
fig|195.2141.peg.60,NT,-
fig|195.2141.peg.1760,-,-
fig|195.2141.peg.293,P,-
fig|195.2141.peg.222,V,-
fig|195.2141.peg.1846,S,-
fig|195.2141.peg.1382,S,-
fig|195.2141.peg.1860,M,-
fig|195.2141.peg.745,-,-
fig|195.2141.peg.789,S,-
fig|195.2141.peg.1548,M,-
fig|195.2141.peg.1371,K,-
fig|195.2141.peg.223,V,-
fig|195.2141.peg.1767,G,-
fig|195.2141.peg.1847,E,-
fig|195.2142.peg.1576,S,-
fig|195.2142.peg.1459,M,-
fig|195.2142.peg.1709,L,-
fig|195.2142.peg.1866,S,-
fig|195.2142.peg.1879,S,-
fig|195.2142.peg.1769,H,-
fig|195.2142.peg.1877,-,-
fig|195.2142.peg.1781,S,-
fig|195.2142.peg.1461,H,-
fig|195.2142.peg.1458,M,-
fig|195.2143.peg.1463,C,-
fig|195.2143.peg.122,U,-
fig|195.2143.peg.1089,U,-
fig|195.2143.peg.60,U,-
fig|195.2143.peg.1665,V,-
fig|195.2143.peg.700,P,-
fig|195.2143.peg.1090,U,-
fig|195.2143.peg.1177,S,-
fig|195.2143.peg.1845,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2143.peg.701,P,-
fig|195.2143.peg.775,S,-
fig|195.2143.peg.1803,NT,-
fig|195.2144.peg.1919,-,-
fig|195.2144.peg.1843,-,-
fig|195.2144.peg.273,S,-
fig|195.2144.peg.1661,K,-
fig|195.2144.peg.1836,O,-
fig|195.2144.peg.1957,S,-
fig|195.2144.peg.1667,M,-
fig|195.2144.peg.1952,S,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019222,GO:0019439,GO:0019538,GO:0022411,GO:0032984,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034655,GO:0042221,GO:0042710,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043565,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044010,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044764,GO:0044877,GO:0046483,GO:0046677,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576"
fig|195.2144.peg.1945,L,-
fig|195.2144.peg.1818,S,-
fig|195.2144.peg.1968,G,-
fig|195.2144.peg.175,G,-
fig|195.2144.peg.1762,-,-
fig|195.2144.peg.379,O,-
fig|195.2144.peg.1815,K,-
fig|195.2144.peg.1783,F,-
fig|195.2144.peg.1785,T,-
fig|195.2144.peg.1793,L,-
fig|195.2144.peg.1970,G,-
fig|195.2144.peg.1840,U,-
fig|195.2144.peg.1660,-,-
fig|195.2144.peg.1816,S,-
fig|195.2144.peg.1915,-,-
fig|195.2144.peg.1830,-,-
fig|195.2144.peg.1678,P,-
fig|195.2144.peg.1789,-,-
fig|195.2144.peg.1799,S,-
fig|195.2144.peg.1974,S,-
fig|195.2144.peg.800,L,-
fig|195.2144.peg.1125,-,-
fig|195.2144.peg.1832,S,-
fig|195.2144.peg.1664,U,-
fig|195.2144.peg.1790,S,-
fig|195.2144.peg.1807,O,-
fig|195.2144.peg.799,S,-
fig|195.2144.peg.1967,S,-
fig|195.2144.peg.1775,L,-
fig|195.2144.peg.1829,L,-
fig|195.2144.peg.1828,S,-
fig|195.2144.peg.11,U,-
fig|195.2144.peg.1690,S,-
fig|195.2144.peg.1960,K,-
fig|195.2144.peg.1842,S,-
fig|195.2144.peg.1803,S,-
fig|195.2144.peg.1971,S,-
fig|195.2144.peg.1701,-,-
fig|195.2144.peg.657,L,-
fig|195.2144.peg.1769,-,-
fig|195.2144.peg.1788,S,-
fig|195.2144.peg.1964,S,-
fig|195.2144.peg.469,NT,-
fig|195.2144.peg.1852,N,-
fig|195.2144.peg.1666,-,-
fig|195.2144.peg.176,G,-
fig|195.2144.peg.1765,L,-
fig|195.2144.peg.1831,-,-
fig|195.2144.peg.311,S,-
fig|195.2144.peg.1786,-,-
fig|195.2144.peg.1795,LU,-
fig|195.2144.peg.338,M,-
fig|195.2144.peg.1819,O,-
fig|195.2144.peg.1662,-,-
fig|195.2144.peg.1833,S,-
fig|195.2144.peg.1768,L,-
fig|195.2144.peg.1871,G,-
fig|195.2144.peg.1841,U,-
fig|195.2144.peg.1851,N,-
fig|195.2144.peg.1665,S,-
fig|195.2144.peg.1668,T,-
fig|195.2144.peg.1770,S,-
fig|195.2144.peg.1898,L,-
fig|195.2144.peg.1814,S,-
fig|195.2144.peg.1780,-,-
fig|195.2144.peg.1316,E,-
fig|195.2144.peg.1859,V,-
fig|195.2144.peg.1388,IQ,-
fig|195.2144.peg.1839,-,-
fig|195.2144.peg.1813,S,-
fig|195.2144.peg.1972,S,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019222,GO:0019439,GO:0019538,GO:0022411,GO:0032984,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034655,GO:0042221,GO:0042710,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043565,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044010,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044764,GO:0044877,GO:0046483,GO:0046677,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576"
fig|195.2144.peg.1700,L,-
fig|195.2144.peg.1772,-,-
fig|195.2144.peg.1834,S,-
fig|195.2145.peg.1728,KT,-
fig|195.2145.peg.405,IM,-
fig|195.2145.peg.1838,NT,-
fig|195.2145.peg.1837,S,-
fig|195.2145.peg.1702,L,-
fig|195.2145.peg.537,CE,-
fig|195.2145.peg.407,M,-
fig|195.2145.peg.63,KT,-
fig|195.2145.peg.1665,S,-
fig|195.2145.peg.1729,H,-
fig|195.2145.peg.1824,S,-
fig|195.2145.peg.1664,S,-
fig|195.2145.peg.1814,S,-
fig|195.2145.peg.1383,-,-
fig|195.2145.peg.1830,L,-
fig|195.2145.peg.1816,P,-
fig|195.2145.peg.409,GM,-
fig|195.2145.peg.1795,G,-
fig|195.2145.peg.1760,S,-
fig|195.2145.peg.1727,T,-
fig|195.2145.peg.408,S,-
fig|195.2145.peg.1811,-,-
fig|195.2145.peg.1522,-,-
fig|195.2145.peg.406,L,-
fig|195.2145.peg.1719,-,-
fig|195.2145.peg.1720,-,-
fig|195.2146.peg.1832,S,-
fig|195.2146.peg.1859,I,-
fig|195.2146.peg.1840,M,-
fig|195.2146.peg.1818,F,-
fig|195.2146.peg.1544,S,-
fig|195.2146.peg.1748,F,-
fig|195.2146.peg.1851,D,-
fig|195.2146.peg.1816,M,"GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008764,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0042546,GO:0042802,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"
fig|195.2146.peg.1807,F,-
fig|195.2146.peg.1837,C,-
fig|195.2146.peg.1761,T,-
fig|195.2146.peg.1825,S,-
fig|195.2146.peg.1797,F,-
fig|195.2146.peg.1829,M,-
fig|195.2146.peg.1775,D,-
fig|195.2146.peg.1712,T,-
fig|195.2146.peg.1822,I,-
fig|195.2146.peg.1852,F,-
fig|195.2146.peg.1836,I,-
fig|195.2147.peg.501,S,-
fig|195.2147.peg.500,S,-
fig|195.2148.peg.16,-,-
fig|195.2148.peg.1420,S,-
fig|195.2148.peg.1830,P,-
fig|195.2148.peg.1660,-,-
fig|195.2148.peg.1063,MNO,-
fig|195.2148.peg.1906,S,-
fig|195.2148.peg.569,G,-
fig|195.2148.peg.1955,J,-
fig|195.2148.peg.1732,D,-
fig|195.2148.peg.1462,L,-
fig|195.2148.peg.214,S,-
fig|195.2148.peg.1934,J,-
fig|195.2148.peg.567,M,-
fig|195.2148.peg.1422,K,-
fig|195.2148.peg.1721,U,-
fig|195.2148.peg.1000,E,-
fig|195.2148.peg.536,MNO,-
fig|195.2148.peg.1905,S,-
fig|195.2148.peg.1675,-,-
fig|195.2148.peg.1957,L,-
fig|195.2148.peg.104,S,-
fig|195.2148.peg.1987,F,-
fig|195.2148.peg.1676,-,-
fig|195.2148.peg.1967,-,-
fig|195.2148.peg.535,E,-
fig|195.2148.peg.1948,-,-
fig|195.2148.peg.1945,S,-
fig|195.2148.peg.1618,L,-
fig|195.2148.peg.1232,S,-
fig|195.2150.peg.642,S,-
fig|195.2150.peg.1830,MU,-
fig|195.2150.peg.1212,K,-
fig|195.2150.peg.1773,F,-
fig|195.2150.peg.1849,G,-
fig|195.2150.peg.1847,U,-
fig|195.2150.peg.1821,G,-
fig|195.2150.peg.1707,L,-
fig|195.2150.peg.1840,CE,-
fig|195.2150.peg.1862,E,-
fig|195.2150.peg.1801,M,-
fig|195.2150.peg.1858,L,-
fig|195.2150.peg.808,M,-
fig|195.2150.peg.1854,C,-
fig|195.2150.peg.1831,-,-
fig|195.2150.peg.1635,L,-
fig|195.2150.peg.1833,E,-
fig|195.2150.peg.1068,J,-
fig|195.2150.peg.1613,E,-
fig|195.2150.peg.1805,M,-
fig|195.2150.peg.888,E,-
fig|195.2150.peg.1799,S,-
fig|195.2150.peg.1825,E,-
fig|195.2150.peg.1517,HJ,-
fig|195.2150.peg.1826,M,-
fig|195.2150.peg.1823,U,-
fig|195.2150.peg.719,M,-
fig|195.2150.peg.920,I,-
fig|195.2150.peg.1806,J,-
fig|195.2150.peg.1069,MU,-
fig|195.2150.peg.1211,MU,-
fig|195.2150.peg.1419,CE,-
fig|195.2150.peg.174,U,-
fig|195.2151.peg.1375,G,-
fig|195.2151.peg.1797,NT,-
fig|195.2151.peg.685,Q,-
fig|195.2151.peg.1583,U,-
fig|195.2151.peg.939,S,-
fig|195.2151.peg.1816,F,-
fig|195.2151.peg.1024,IQ,-
fig|195.2151.peg.1603,-,-
fig|195.2151.peg.1320,NT,-
fig|195.2151.peg.1815,F,-
fig|195.2151.peg.1624,EG,-
fig|195.2151.peg.1823,L,-
fig|195.2151.peg.1615,S,-
fig|195.2151.peg.1754,U,-
fig|195.2151.peg.1826,M,-
fig|195.2151.peg.304,E,"GO:0000166,GO:0003674,GO:0005488,GO:0010181,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:0097159,GO:0097367,GO:1901265,GO:1901363"
fig|195.2151.peg.1771,S,-
fig|195.2151.peg.1430,U,-
fig|195.2151.peg.215,LV,-
fig|195.2151.peg.1782,NT,-
fig|195.2151.peg.1134,O,-
fig|195.2151.peg.1837,E,-
fig|195.2151.peg.1783,G,-
fig|195.2151.peg.198,V,-
fig|195.2151.peg.1068,S,-
fig|195.2151.peg.1529,K,-
fig|195.2151.peg.1787,T,-
fig|195.2151.peg.1798,K,-
fig|195.2151.peg.1021,U,-
fig|195.2151.peg.1836,E,-
fig|195.2151.peg.214,LV,-
fig|195.2151.peg.1829,U,-
fig|195.2151.peg.656,C,-
fig|195.2151.peg.1669,G,-
fig|195.2151.peg.1672,G,-
fig|195.2151.peg.1404,-,-
fig|195.2151.peg.1335,S,-
fig|195.2151.peg.1084,E,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0034200,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914"
fig|195.2151.peg.1832,U,-
fig|195.2151.peg.1730,M,-
fig|195.2151.peg.1020,G,-
fig|195.2151.peg.1834,E,-
fig|195.2151.peg.1773,S,-
fig|195.2151.peg.177,I,-
fig|195.2151.peg.1748,F,-
fig|195.2151.peg.1406,-,-
fig|195.2151.peg.1828,S,-
fig|195.2151.peg.1610,U,-
fig|195.2151.peg.1256,V,-
fig|195.2151.peg.1772,S,-
fig|195.2151.peg.1609,U,-
fig|195.2151.peg.1793,J,-
fig|195.2152.peg.1633,-,-
fig|195.2152.peg.1335,S,-
fig|195.2152.peg.1649,K,-
fig|195.2152.peg.1948,M,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944"
fig|195.2152.peg.916,L,-
fig|195.2152.peg.185,NT,-
fig|195.2152.peg.1949,NT,-
fig|195.2152.peg.1398,M,-
fig|195.2152.peg.1931,S,-
fig|195.2152.peg.1683,S,-
fig|195.2152.peg.1366,S,-
fig|195.2152.peg.1364,-,-
fig|195.2152.peg.1921,S,-
fig|195.2152.peg.821,S,-
fig|195.2152.peg.1631,-,-
fig|195.2152.peg.1640,-,-
fig|195.2152.peg.1944,S,-
fig|195.2152.peg.999,T,-
fig|195.2152.peg.1746,NT,-
fig|195.2152.peg.1629,-,-
fig|195.2152.peg.1678,S,-
fig|195.2152.peg.1747,S,-
fig|195.2152.peg.1600,I,-
fig|195.2152.peg.1620,-,-
fig|195.2152.peg.1399,NT,-
fig|195.2153.peg.1226,F,-
fig|195.2153.peg.452,NT,-
fig|195.2153.peg.1717,S,-
fig|195.2153.peg.223,G,-
fig|195.2153.peg.1843,-,-
fig|195.2153.peg.74,E,-
fig|195.2153.peg.168,E,-
fig|195.2153.peg.1771,-,-
fig|195.2153.peg.1681,S,-
fig|195.2153.peg.1875,S,-
fig|195.2153.peg.1069,S,-
fig|195.2153.peg.1767,L,-
fig|195.2153.peg.75,E,-
fig|195.2153.peg.1680,-,-
fig|195.2153.peg.1227,F,-
fig|195.2153.peg.1804,L,-
fig|195.2153.peg.454,-,-
fig|195.2154.peg.393,G,-
fig|195.2154.peg.1176,S,-
fig|195.2154.peg.1678,LV,-
fig|195.2154.peg.1455,S,-
fig|195.2154.peg.1534,F,-
fig|195.2154.peg.803,L,-
fig|195.2154.peg.1449,M,-
fig|195.2154.peg.1448,M,-
fig|195.2154.peg.1504,S,-
fig|195.2154.peg.394,G,-
fig|195.2155.peg.1795,-,-
fig|195.2155.peg.48,J,-
fig|195.2155.peg.969,S,-
fig|195.2155.peg.1548,S,-
fig|195.2155.peg.120,S,-
fig|195.2155.peg.1799,S,-
fig|195.2155.peg.1785,S,-
fig|195.2155.peg.1171,M,-
fig|195.2155.peg.1801,NT,-
fig|195.2155.peg.1773,E,-
fig|195.2155.peg.119,S,-
fig|195.2156.peg.602,D,-
fig|195.2156.peg.430,S,-
fig|195.2156.peg.1338,O,-
fig|195.2156.peg.1704,L,-
fig|195.2156.peg.1350,S,-
fig|195.2156.peg.1339,O,-
fig|195.2156.peg.431,S,-
fig|195.2156.peg.446,G,-
fig|195.2156.peg.156,P,-
fig|195.2156.peg.1349,S,-
fig|195.2156.peg.324,-,-
fig|195.2156.peg.155,P,-
fig|195.2156.peg.468,V,-
fig|195.2156.peg.526,P,-
fig|195.2157.peg.1561,-,-
fig|195.2157.peg.1114,M,-
fig|195.2157.peg.939,L,-
fig|195.2157.peg.1867,E,-
fig|195.2157.peg.513,G,-
fig|195.2157.peg.1664,C,-
fig|195.2157.peg.871,S,-
fig|195.2157.peg.1662,P,-
fig|195.2157.peg.1663,HP,-
fig|195.2157.peg.1409,S,-
fig|195.2157.peg.1661,P,-
fig|195.2157.peg.1862,NT,-
fig|195.2157.peg.1187,S,-
fig|195.2157.peg.1531,-,-
fig|195.2157.peg.1856,IQ,-
fig|195.2157.peg.1560,-,-
fig|195.2157.peg.1549,L,-
fig|195.2157.peg.1186,S,-
fig|195.2157.peg.1416,S,-
fig|195.2157.peg.1115,M,-
fig|195.2157.peg.1365,S,-
fig|195.2157.peg.1568,FP,-
fig|195.2157.peg.1417,S,-
fig|195.2157.peg.1710,-,-
fig|195.2157.peg.1851,S,-
fig|195.2157.peg.1364,S,-
fig|195.2157.peg.373,O,-
fig|195.2157.peg.1665,HJ,-
fig|195.2157.peg.202,S,-
fig|195.2157.peg.872,S,-
fig|195.2157.peg.1660,P,-
fig|195.2157.peg.1181,L,-
fig|195.2157.peg.758,V,-
fig|195.2157.peg.1659,P,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"
fig|195.2158.peg.1790,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2158.peg.1516,P,-
fig|195.2158.peg.1786,S,-
fig|195.2158.peg.1337,S,-
fig|195.2158.peg.1137,NT,-
fig|195.2158.peg.1761,E,-
fig|195.2158.peg.1766,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2158.peg.353,P,-
fig|195.2158.peg.861,L,-
fig|195.2159.peg.789,I,-
fig|195.2159.peg.1774,I,-
fig|195.2159.peg.1378,E,-
fig|195.2159.peg.1203,L,-
fig|195.2159.peg.1799,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2159.peg.1780,M,-
fig|195.2159.peg.1794,S,-
fig|195.2160.peg.944,P,-
fig|195.2161.peg.396,H,-
fig|195.2161.peg.358,NU,-
fig|195.2161.peg.1089,M,-
fig|195.2161.peg.1445,S,-
fig|195.2161.peg.1860,S,-
fig|195.2161.peg.395,H,-
fig|195.2161.peg.1088,M,-
fig|195.2161.peg.1567,S,-
