cluster,gene_representative
Cluster 5107,195.2300.peg.886
Cluster 5108,195.2024.peg.69
Cluster 5109,195.2024.peg.1216
Cluster 5110,195.2024.peg.1007
Cluster 5111,195.2024.peg.742
Cluster 5112,195.2026.peg.802
Cluster 5113,195.2026.peg.1165
Cluster 5114,195.2027.peg.777
Cluster 5115,195.2027.peg.473
Cluster 5116,195.2034.peg.1620
Cluster 5117,195.2038.peg.1101
Cluster 5118,195.2039.peg.1384
Cluster 5119,195.2051.peg.1364
Cluster 5120,195.2065.peg.1379
Cluster 5121,195.2067.peg.1770
Cluster 5122,195.2084.peg.1741
Cluster 5123,195.2111.peg.889
Cluster 5124,195.2117.peg.1718
Cluster 5125,195.2120.peg.467
Cluster 5126,195.2125.peg.1773
Cluster 5127,195.2141.peg.1860
Cluster 5128,195.2144.peg.1845
Cluster 5129,195.2144.peg.1967
Cluster 5130,195.2150.peg.1068
Cluster 5131,195.2151.peg.1623
Cluster 5132,195.2174.peg.221
Cluster 5133,195.2207.peg.1694
Cluster 5134,195.2248.peg.1773
Cluster 5135,195.2273.peg.1748
Cluster 5136,195.2276.peg.1437
Cluster 5137,195.2293.peg.1914
Cluster 5138,195.2307.peg.493
Cluster 5139,195.2024.peg.1562
Cluster 5140,195.2024.peg.312
Cluster 5141,195.2026.peg.38
Cluster 5142,195.2026.peg.1404
Cluster 5143,195.2028.peg.10
Cluster 5144,195.2039.peg.1701
Cluster 5145,195.2059.peg.1629
Cluster 5146,195.2065.peg.772
Cluster 5147,195.2070.peg.1845
Cluster 5148,195.2074.peg.1842
Cluster 5149,195.2095.peg.1821
Cluster 5150,195.2117.peg.1813
Cluster 5151,195.2120.peg.1343
Cluster 5152,195.2134.peg.1796
Cluster 5153,195.2143.peg.60
Cluster 5154,195.2150.peg.1773
Cluster 5155,195.2179.peg.1808
Cluster 5156,195.2184.peg.1155
Cluster 5157,195.2220.peg.1898
Cluster 5158,195.2254.peg.1573
Cluster 5159,195.2282.peg.1776
Cluster 5160,195.2288.peg.1835
Cluster 5161,195.2293.peg.1851
Cluster 5162,195.2314.peg.1931
Cluster 5163,195.2024.peg.1331
Cluster 5164,195.2024.peg.350
Cluster 5165,195.2024.peg.59
Cluster 5166,195.2033.peg.1930
Cluster 5167,195.2047.peg.1857
Cluster 5168,195.2055.peg.1780
Cluster 5169,195.2151.peg.1610
Cluster 5170,195.2165.peg.1735
Cluster 5171,195.2173.peg.1448
Cluster 5172,195.2173.peg.260
Cluster 5173,195.2178.peg.1752
Cluster 5174,195.2180.peg.1720
Cluster 5175,195.2187.peg.1859
Cluster 5176,195.2210.peg.92
Cluster 5177,195.2244.peg.621
Cluster 5178,195.2254.peg.1943
Cluster 5179,195.2263.peg.1798
Cluster 5180,195.2024.peg.1407
Cluster 5181,195.2025.peg.780
Cluster 5182,195.2027.peg.625
Cluster 5183,195.2034.peg.18
Cluster 5184,195.2045.peg.405
Cluster 5185,195.2065.peg.1249
Cluster 5186,195.2086.peg.1552
Cluster 5187,195.2089.peg.763
Cluster 5188,195.2121.peg.167
Cluster 5189,195.2124.peg.1259
Cluster 5190,195.2150.peg.1211
Cluster 5191,195.2174.peg.1845
Cluster 5192,195.2179.peg.1020
Cluster 5193,195.2184.peg.849
Cluster 5194,195.2187.peg.1388
Cluster 5195,195.2194.peg.1117
Cluster 5196,195.2203.peg.1792
Cluster 5197,195.2254.peg.1997
Cluster 5198,195.2295.peg.1762
Cluster 5199,195.2301.peg.1844
Cluster 5200,195.2308.peg.1237
Cluster 5201,195.2317.peg.1018
Cluster 5202,195.2024.peg.1118
Cluster 5203,195.2024.peg.1698
Cluster 5204,195.2039.peg.1300
Cluster 5205,195.2044.peg.1261
Cluster 5206,195.2060.peg.1446
Cluster 5207,195.2061.peg.1575
Cluster 5208,195.2065.peg.291
Cluster 5209,195.2069.peg.1818
Cluster 5210,195.2145.peg.1720
Cluster 5211,195.2166.peg.1511
Cluster 5212,195.2173.peg.387
Cluster 5213,195.2178.peg.1235
Cluster 5214,195.2179.peg.1258
Cluster 5215,195.2201.peg.1833
Cluster 5216,195.2206.peg.1835
Cluster 5217,195.2220.peg.326
Cluster 5218,195.2224.peg.1789
Cluster 5219,195.2238.peg.366
Cluster 5220,195.2314.peg.536
Cluster 5221,195.2024.peg.1674
Cluster 5222,195.2025.peg.1663
Cluster 5223,195.2027.peg.1777
Cluster 5224,195.2029.peg.1808
Cluster 5225,195.2031.peg.645
Cluster 5226,195.2038.peg.583
Cluster 5227,195.2038.peg.183
Cluster 5228,195.2039.peg.1702
Cluster 5229,195.2048.peg.590
Cluster 5230,195.2053.peg.1389
Cluster 5231,195.2055.peg.1669
Cluster 5232,195.2064.peg.562
Cluster 5233,195.2070.peg.1840
Cluster 5234,195.2107.peg.1758
Cluster 5235,195.2148.peg.569
Cluster 5236,195.2153.peg.1226
Cluster 5237,195.2210.peg.292
Cluster 5238,195.2224.peg.1425
Cluster 5239,195.2237.peg.1899
Cluster 5240,195.2290.peg.1675
Cluster 5241,195.2291.peg.1086
Cluster 5242,195.2024.peg.1559
Cluster 5243,195.2024.peg.646
Cluster 5244,195.2028.peg.1299
Cluster 5245,195.2060.peg.1754
Cluster 5246,195.2063.peg.682
Cluster 5247,195.2063.peg.1817
Cluster 5248,195.2063.peg.1922
Cluster 5249,195.2067.peg.1743
Cluster 5250,195.2069.peg.1421
Cluster 5251,195.2082.peg.1
Cluster 5252,195.2092.peg.1051
Cluster 5253,195.2095.peg.797
Cluster 5254,195.2096.peg.538
Cluster 5255,195.2097.peg.1798
Cluster 5256,195.2114.peg.1903
Cluster 5257,195.2116.peg.445
Cluster 5258,195.2144.peg.1672
Cluster 5259,195.2145.peg.1795
Cluster 5260,195.2157.peg.876
Cluster 5261,195.2159.peg.1774
Cluster 5262,195.2203.peg.1309
Cluster 5263,195.2214.peg.1026
Cluster 5264,195.2249.peg.238
Cluster 5265,195.2254.peg.1979
Cluster 5266,195.2254.peg.2008
Cluster 5267,195.2286.peg.1381
Cluster 5268,195.2295.peg.1883
Cluster 5269,195.2024.peg.952
Cluster 5270,195.2024.peg.778
Cluster 5271,195.2024.peg.676
Cluster 5272,195.2024.peg.1264
Cluster 5273,195.2036.peg.1556
Cluster 5274,195.2060.peg.1611
Cluster 5275,195.2065.peg.1619
Cluster 5276,195.2070.peg.1326
Cluster 5277,195.2086.peg.1771
Cluster 5278,195.2117.peg.558
Cluster 5279,195.2152.peg.1617
Cluster 5280,195.2171.peg.1798
Cluster 5281,195.2174.peg.1581
Cluster 5282,195.2187.peg.1822
Cluster 5283,195.2211.peg.6
Cluster 5284,195.2212.peg.1143
Cluster 5285,195.2218.peg.1086
Cluster 5286,195.2220.peg.1696
Cluster 5287,195.2233.peg.1850
Cluster 5288,195.2249.peg.664
Cluster 5289,195.2264.peg.1657
Cluster 5290,195.2268.peg.1054
Cluster 5291,195.2286.peg.1899
Cluster 5292,195.2291.peg.602
Cluster 5293,195.2293.peg.1852
Cluster 5294,195.2314.peg.1885
Cluster 5295,195.2024.peg.1215
Cluster 5296,195.2024.peg.1008
Cluster 5297,195.2025.peg.826
Cluster 5298,195.2026.peg.47
Cluster 5299,195.2028.peg.7
Cluster 5300,195.2030.peg.578
Cluster 5301,195.2034.peg.1639
Cluster 5302,195.2039.peg.1764
Cluster 5303,195.2051.peg.1812
Cluster 5304,195.2053.peg.1483
Cluster 5305,195.2060.peg.1121
Cluster 5306,195.2087.peg.1780
Cluster 5307,195.2092.peg.1052
Cluster 5308,195.2095.peg.1774
Cluster 5309,195.2125.peg.523
Cluster 5310,195.2136.peg.1769
Cluster 5311,195.2169.peg.1122
Cluster 5312,195.2173.peg.610
Cluster 5313,195.2176.peg.299
Cluster 5314,195.2178.peg.439
Cluster 5315,195.2184.peg.1585
Cluster 5316,195.2185.peg.96
Cluster 5317,195.2203.peg.1274
Cluster 5318,195.2241.peg.887
Cluster 5319,195.2248.peg.699
Cluster 5320,195.2024.peg.360
Cluster 5321,195.2024.peg.817
Cluster 5322,195.2024.peg.1102
Cluster 5323,195.2033.peg.851
Cluster 5324,195.2036.peg.1140
Cluster 5325,195.2048.peg.1841
Cluster 5326,195.2057.peg.586
Cluster 5327,195.2063.peg.979
Cluster 5328,195.2070.peg.1833
Cluster 5329,195.2087.peg.1485
Cluster 5330,195.2115.peg.794
Cluster 5331,195.2125.peg.1817
Cluster 5332,195.2151.peg.1024
Cluster 5333,195.2151.peg.1782
Cluster 5334,195.2165.peg.916
Cluster 5335,195.2175.peg.1761
Cluster 5336,195.2184.peg.1834
Cluster 5337,195.2185.peg.97
Cluster 5338,195.2244.peg.618
Cluster 5339,195.2244.peg.1908
Cluster 5340,195.2249.peg.1585
Cluster 5341,195.2255.peg.491
Cluster 5342,195.2299.peg.1878
Cluster 5343,195.2313.peg.1893
Cluster 5344,195.2314.peg.1737
Cluster 5345,195.2024.peg.1259
Cluster 5346,195.2024.peg.277
Cluster 5347,195.2024.peg.1461
Cluster 5348,195.2027.peg.515
Cluster 5349,195.2031.peg.1830
Cluster 5350,195.2033.peg.1768
Cluster 5351,195.2033.peg.1727
Cluster 5352,195.2034.peg.1383
Cluster 5353,195.2055.peg.1783
Cluster 5354,195.2065.peg.620
Cluster 5355,195.2066.peg.1517
Cluster 5356,195.2074.peg.836
Cluster 5357,195.2085.peg.1408
Cluster 5358,195.2086.peg.401
Cluster 5359,195.2113.peg.267
Cluster 5360,195.2138.peg.490
Cluster 5361,195.2144.peg.469
Cluster 5362,195.2194.peg.1121
Cluster 5363,195.2201.peg.1836
Cluster 5364,195.2207.peg.1763
Cluster 5365,195.2210.peg.1723
Cluster 5366,195.2233.peg.1868
Cluster 5367,195.2244.peg.1909
Cluster 5368,195.2244.peg.1291
Cluster 5369,195.2252.peg.539
Cluster 5370,195.2288.peg.1773
Cluster 5371,195.2024.peg.41
Cluster 5372,195.2024.peg.1493
Cluster 5373,195.2024.peg.181
Cluster 5374,195.2024.peg.1538
Cluster 5375,195.2024.peg.1436
Cluster 5376,195.2026.peg.1372
Cluster 5377,195.2027.peg.1576
Cluster 5378,195.2028.peg.1305
Cluster 5379,195.2032.peg.1564
Cluster 5380,195.2034.peg.1619
Cluster 5381,195.2045.peg.1419
Cluster 5382,195.2053.peg.1484
Cluster 5383,195.2055.peg.1765
Cluster 5384,195.2063.peg.1880
Cluster 5385,195.2087.peg.1824
Cluster 5386,195.2125.peg.1822
Cluster 5387,195.2130.peg.1828
Cluster 5388,195.2144.peg.1832
Cluster 5389,195.2150.peg.920
Cluster 5390,195.2151.peg.1783
Cluster 5391,195.2163.peg.1819
Cluster 5392,195.2166.peg.109
Cluster 5393,195.2171.peg.1624
Cluster 5394,195.2176.peg.1821
Cluster 5395,195.2182.peg.1901
Cluster 5396,195.2182.peg.1636
Cluster 5397,195.2261.peg.1728
Cluster 5398,195.2295.peg.1747
Cluster 5399,195.2301.peg.1857
Cluster 5400,195.2312.peg.1766
Cluster 5401,195.2314.peg.1932
Cluster 5402,195.2024.peg.910
Cluster 5403,195.2026.peg.1340
Cluster 5404,195.2031.peg.951
Cluster 5405,195.2031.peg.1554
Cluster 5406,195.2032.peg.1806
Cluster 5407,195.2054.peg.630
Cluster 5408,195.2063.peg.1904
Cluster 5409,195.2067.peg.1364
Cluster 5410,195.2085.peg.1402
Cluster 5411,195.2100.peg.1618
Cluster 5412,195.2101.peg.1530
Cluster 5413,195.2121.peg.176
Cluster 5414,195.2141.peg.1847
Cluster 5415,195.2144.peg.1968
Cluster 5416,195.2144.peg.1684
Cluster 5417,195.2172.peg.1634
Cluster 5418,195.2187.peg.1423
Cluster 5419,195.2219.peg.432
Cluster 5420,195.2220.peg.1772
Cluster 5421,195.2224.peg.562
Cluster 5422,195.2241.peg.1465
Cluster 5423,195.2254.peg.1598
Cluster 5424,195.2287.peg.218
Cluster 5425,195.2293.peg.794
Cluster 5426,195.2296.peg.745
Cluster 5427,195.2314.peg.1814
Cluster 5428,195.2024.peg.261
Cluster 5429,195.2024.peg.642
Cluster 5430,195.2027.peg.514
Cluster 5431,195.2038.peg.1577
Cluster 5432,195.2064.peg.254
Cluster 5433,195.2089.peg.1197
Cluster 5434,195.2095.peg.1666
Cluster 5435,195.2096.peg.1061
Cluster 5436,195.2099.peg.1239
Cluster 5437,195.2100.peg.1818
Cluster 5438,195.2106.peg.619
Cluster 5439,195.2144.peg.1780
Cluster 5440,195.2153.peg.75
Cluster 5441,195.2171.peg.1373
Cluster 5442,195.2201.peg.1838
Cluster 5443,195.2206.peg.1901
Cluster 5444,195.2210.peg.1725
Cluster 5445,195.2233.peg.1866
Cluster 5446,195.2294.peg.1619
Cluster 5447,195.2024.peg.1198
Cluster 5448,195.2024.peg.826
Cluster 5449,195.2030.peg.904
Cluster 5450,195.2033.peg.1704
Cluster 5451,195.2035.peg.430
Cluster 5452,195.2037.peg.1167
Cluster 5453,195.2039.peg.1301
Cluster 5454,195.2039.peg.1696
Cluster 5455,195.2042.peg.620
Cluster 5456,195.2042.peg.1788
Cluster 5457,195.2045.peg.1420
Cluster 5458,195.2058.peg.1789
Cluster 5459,195.2092.peg.456
Cluster 5460,195.2102.peg.963
Cluster 5461,195.2113.peg.1532
Cluster 5462,195.2135.peg.251
Cluster 5463,195.2144.peg.1666
Cluster 5464,195.2150.peg.1823
Cluster 5465,195.2152.peg.1631
Cluster 5466,195.2165.peg.1745
Cluster 5467,195.2173.peg.687
Cluster 5468,195.2186.peg.1564
Cluster 5469,195.2194.peg.1105
Cluster 5470,195.2231.peg.1934
Cluster 5471,195.2246.peg.649
Cluster 5472,195.2252.peg.538
Cluster 5473,195.2254.peg.1872
Cluster 5474,195.2257.peg.1688
Cluster 5475,195.2290.peg.945
Cluster 5476,195.2311.peg.1877
Cluster 5477,195.2024.peg.1023
Cluster 5478,195.2024.peg.1342
Cluster 5479,195.2024.peg.987
Cluster 5480,195.2026.peg.1407
Cluster 5481,195.2032.peg.1320
Cluster 5482,195.2033.peg.969
Cluster 5483,195.2033.peg.822
Cluster 5484,195.2037.peg.1829
Cluster 5485,195.2038.peg.1237
Cluster 5486,195.2039.peg.349
Cluster 5487,195.2060.peg.1547
Cluster 5488,195.2069.peg.1773
Cluster 5489,195.2092.peg.279
Cluster 5490,195.2102.peg.570
Cluster 5491,195.2111.peg.685
Cluster 5492,195.2111.peg.1840
Cluster 5493,195.2113.peg.1911
Cluster 5494,195.2175.peg.625
Cluster 5495,195.2202.peg.1867
Cluster 5496,195.2224.peg.1419
Cluster 5497,195.2237.peg.1713
Cluster 5498,195.2240.peg.1827
Cluster 5499,195.2024.peg.216
Cluster 5500,195.2024.peg.46
Cluster 5501,195.2028.peg.4
Cluster 5502,195.2042.peg.1582
Cluster 5503,195.2048.peg.1656
Cluster 5504,195.2086.peg.1776
Cluster 5505,195.2124.peg.1814
Cluster 5506,195.2128.peg.664
Cluster 5507,195.2148.peg.1955
Cluster 5508,195.2148.peg.1412
Cluster 5509,195.2153.peg.1794
Cluster 5510,195.2153.peg.1804
Cluster 5511,195.2162.peg.1850
Cluster 5512,195.2165.peg.1190
Cluster 5513,195.2166.peg.405
Cluster 5514,195.2173.peg.1126
Cluster 5515,195.2203.peg.1839
Cluster 5516,195.2206.peg.1799
Cluster 5517,195.2231.peg.860
Cluster 5518,195.2237.peg.1908
Cluster 5519,195.2249.peg.1844
Cluster 5520,195.2255.peg.1752
Cluster 5521,195.2308.peg.1303
Cluster 5522,195.2311.peg.1878
Cluster 5523,195.2311.peg.23
Cluster 5524,195.2024.peg.1019
Cluster 5525,195.2024.peg.438
Cluster 5526,195.2024.peg.1588
Cluster 5527,195.2024.peg.1303
Cluster 5528,195.2024.peg.190
Cluster 5529,195.2024.peg.1306
Cluster 5530,195.2028.peg.1301
Cluster 5531,195.2033.peg.1170
Cluster 5532,195.2033.peg.1900
Cluster 5533,195.2033.peg.1717
Cluster 5534,195.2038.peg.1230
Cluster 5535,195.2055.peg.1721
Cluster 5536,195.2063.peg.1722
Cluster 5537,195.2065.peg.1624
Cluster 5538,195.2066.peg.1688
Cluster 5539,195.2080.peg.1410
Cluster 5540,195.2083.peg.556
Cluster 5541,195.2085.peg.663
Cluster 5542,195.2110.peg.202
Cluster 5543,195.2112.peg.1804
Cluster 5544,195.2114.peg.970
Cluster 5545,195.2130.peg.1779
Cluster 5546,195.2150.peg.1799
Cluster 5547,195.2158.peg.1131
Cluster 5548,195.2173.peg.69
Cluster 5549,195.2174.peg.1855
Cluster 5550,195.2182.peg.1453
Cluster 5551,195.2192.peg.753
Cluster 5552,195.2210.peg.277
Cluster 5553,195.2220.peg.1694
Cluster 5554,195.2222.peg.1572
Cluster 5555,195.2225.peg.1817
Cluster 5556,195.2254.peg.2010
Cluster 5557,195.2254.peg.1988
Cluster 5558,195.2286.peg.1814
Cluster 5559,195.2290.peg.1694
Cluster 5560,195.2290.peg.1674
Cluster 5561,195.2293.peg.1920
Cluster 5562,195.2293.peg.1923
Cluster 5563,195.2308.peg.353
Cluster 5564,195.2024.peg.1241
Cluster 5565,195.2026.peg.1677
Cluster 5566,195.2026.peg.1646
Cluster 5567,195.2026.peg.757
Cluster 5568,195.2027.peg.378
Cluster 5569,195.2027.peg.847
Cluster 5570,195.2028.peg.539
Cluster 5571,195.2028.peg.24
Cluster 5572,195.2031.peg.1829
Cluster 5573,195.2033.peg.298
Cluster 5574,195.2054.peg.1744
Cluster 5575,195.2069.peg.157
Cluster 5576,195.2095.peg.796
Cluster 5577,195.2120.peg.1780
Cluster 5578,195.2130.peg.1734
Cluster 5579,195.2131.peg.1761
Cluster 5580,195.2144.peg.1831
Cluster 5581,195.2145.peg.1760
Cluster 5582,195.2152.peg.1944
Cluster 5583,195.2165.peg.1746
Cluster 5584,195.2169.peg.1826
Cluster 5585,195.2187.peg.1095
Cluster 5586,195.2195.peg.1376
Cluster 5587,195.2201.peg.632
Cluster 5588,195.2201.peg.1837
Cluster 5589,195.2210.peg.280
Cluster 5590,195.2231.peg.481
Cluster 5591,195.2254.peg.1996
Cluster 5592,195.2255.peg.419
Cluster 5593,195.2300.peg.490
Cluster 5594,195.2024.peg.562
Cluster 5595,195.2024.peg.1497
Cluster 5596,195.2024.peg.1097
Cluster 5597,195.2024.peg.655
Cluster 5598,195.2024.peg.1099
Cluster 5599,195.2024.peg.1501
Cluster 5600,195.2027.peg.1467
Cluster 5601,195.2029.peg.1214
Cluster 5602,195.2029.peg.1775
Cluster 5603,195.2031.peg.1832
Cluster 5604,195.2034.peg.838
Cluster 5605,195.2058.peg.472
Cluster 5606,195.2059.peg.263
Cluster 5607,195.2063.peg.1816
Cluster 5608,195.2065.peg.1725
Cluster 5609,195.2097.peg.1800
Cluster 5610,195.2111.peg.1954
Cluster 5611,195.2130.peg.1790
Cluster 5612,195.2144.peg.1804
Cluster 5613,195.2151.peg.1787
Cluster 5614,195.2176.peg.1556
Cluster 5615,195.2180.peg.382
Cluster 5616,195.2195.peg.1377
Cluster 5617,195.2230.peg.535
Cluster 5618,195.2231.peg.916
Cluster 5619,195.2244.peg.1912
Cluster 5620,195.2244.peg.1834
Cluster 5621,195.2288.peg.1787
Cluster 5622,195.2026.peg.1402
Cluster 5623,195.2027.peg.298
Cluster 5624,195.2031.peg.1673
Cluster 5625,195.2038.peg.1789
Cluster 5626,195.2056.peg.997
Cluster 5627,195.2070.peg.1306
Cluster 5628,195.2083.peg.1748
Cluster 5629,195.2086.peg.1499
Cluster 5630,195.2089.peg.762
Cluster 5631,195.2095.peg.1260
Cluster 5632,195.2106.peg.1758
Cluster 5633,195.2125.peg.1301
Cluster 5634,195.2143.peg.1845
Cluster 5635,195.2145.peg.1824
Cluster 5636,195.2148.peg.1831
Cluster 5637,195.2174.peg.1844
Cluster 5638,195.2175.peg.626
Cluster 5639,195.2194.peg.1740
Cluster 5640,195.2201.peg.1798
Cluster 5641,195.2201.peg.1839
Cluster 5642,195.2210.peg.279
Cluster 5643,195.2220.peg.1828
Cluster 5644,195.2224.peg.1798
Cluster 5645,195.2239.peg.829
Cluster 5646,195.2244.peg.1809
Cluster 5647,195.2250.peg.1665
Cluster 5648,195.2293.peg.1694
Cluster 5649,195.2024.peg.618
Cluster 5650,195.2027.peg.782
Cluster 5651,195.2027.peg.1469
Cluster 5652,195.2029.peg.1802
Cluster 5653,195.2031.peg.443
Cluster 5654,195.2031.peg.1833
Cluster 5655,195.2033.peg.1892
Cluster 5656,195.2033.peg.1665
Cluster 5657,195.2033.peg.1794
Cluster 5658,195.2047.peg.1806
Cluster 5659,195.2053.peg.1387
Cluster 5660,195.2056.peg.1813
Cluster 5661,195.2063.peg.1090
Cluster 5662,195.2066.peg.1671
Cluster 5663,195.2070.peg.1837
Cluster 5664,195.2080.peg.544
Cluster 5665,195.2095.peg.1822
Cluster 5666,195.2113.peg.1543
Cluster 5667,195.2122.peg.755
Cluster 5668,195.2148.peg.1957
Cluster 5669,195.2157.peg.1851
Cluster 5670,195.2172.peg.879
Cluster 5671,195.2173.peg.608
Cluster 5672,195.2201.peg.1840
Cluster 5673,195.2201.peg.1829
Cluster 5674,195.2201.peg.751
Cluster 5675,195.2204.peg.1766
Cluster 5676,195.2207.peg.1695
Cluster 5677,195.2224.peg.561
Cluster 5678,195.2236.peg.718
Cluster 5679,195.2244.peg.1221
Cluster 5680,195.2249.peg.1039
Cluster 5681,195.2254.peg.1453
Cluster 5682,195.2260.peg.1799
Cluster 5683,195.2285.peg.1871
Cluster 5684,195.2299.peg.1972
Cluster 5685,195.2024.peg.1433
Cluster 5686,195.2024.peg.198
Cluster 5687,195.2024.peg.7
Cluster 5688,195.2026.peg.1380
Cluster 5689,195.2026.peg.1394
Cluster 5690,195.2026.peg.1799
Cluster 5691,195.2027.peg.1271
Cluster 5692,195.2028.peg.34
Cluster 5693,195.2045.peg.160
Cluster 5694,195.2047.peg.1867
Cluster 5695,195.2057.peg.124
Cluster 5696,195.2059.peg.1788
Cluster 5697,195.2063.peg.1787
Cluster 5698,195.2063.peg.1875
Cluster 5699,195.2087.peg.1825
Cluster 5700,195.2087.peg.1486
Cluster 5701,195.2096.peg.1742
Cluster 5702,195.2101.peg.1428
Cluster 5703,195.2104.peg.1858
Cluster 5704,195.2111.peg.1916
Cluster 5705,195.2120.peg.1506
Cluster 5706,195.2121.peg.1719
Cluster 5707,195.2125.peg.1778
Cluster 5708,195.2130.peg.1788
Cluster 5709,195.2145.peg.1838
Cluster 5710,195.2146.peg.1822
Cluster 5711,195.2199.peg.1039
Cluster 5712,195.2201.peg.1832
Cluster 5713,195.2237.peg.1839
Cluster 5714,195.2244.peg.1833
Cluster 5715,195.2254.peg.2011
Cluster 5716,195.2268.peg.128
Cluster 5717,195.2286.peg.1942
Cluster 5718,195.2286.peg.1541
Cluster 5719,195.2291.peg.1747
Cluster 5720,195.2301.peg.1861
Cluster 5721,195.2312.peg.736
Cluster 5722,195.2024.peg.269
Cluster 5723,195.2024.peg.1072
Cluster 5724,195.2026.peg.1396
Cluster 5725,195.2027.peg.1683
Cluster 5726,195.2027.peg.621
Cluster 5727,195.2027.peg.1312
Cluster 5728,195.2033.peg.1716
Cluster 5729,195.2033.peg.705
Cluster 5730,195.2033.peg.1753
Cluster 5731,195.2033.peg.1956
Cluster 5732,195.2034.peg.643
Cluster 5733,195.2036.peg.1714
Cluster 5734,195.2038.peg.1880
Cluster 5735,195.2047.peg.107
Cluster 5736,195.2047.peg.1868
Cluster 5737,195.2053.peg.256
Cluster 5738,195.2054.peg.1812
Cluster 5739,195.2061.peg.1700
Cluster 5740,195.2063.peg.1773
Cluster 5741,195.2080.peg.1639
Cluster 5742,195.2089.peg.1833
Cluster 5743,195.2093.peg.1589
Cluster 5744,195.2100.peg.1463
Cluster 5745,195.2111.peg.1968
Cluster 5746,195.2133.peg.4
Cluster 5747,195.2144.peg.1670
Cluster 5748,195.2156.peg.1349
Cluster 5749,195.2175.peg.704
Cluster 5750,195.2185.peg.1298
Cluster 5751,195.2196.peg.1810
Cluster 5752,195.2200.peg.662
Cluster 5753,195.2206.peg.1905
Cluster 5754,195.2209.peg.899
Cluster 5755,195.2218.peg.1837
Cluster 5756,195.2230.peg.292
Cluster 5757,195.2237.peg.1838
Cluster 5758,195.2293.peg.1924
Cluster 5759,195.2296.peg.1919
Cluster 5760,195.2302.peg.1740
Cluster 5761,195.2313.peg.1719
Cluster 5762,195.2024.peg.1135
Cluster 5763,195.2026.peg.1560
Cluster 5764,195.2027.peg.387
Cluster 5765,195.2028.peg.503
Cluster 5766,195.2029.peg.1783
Cluster 5767,195.2029.peg.1781
Cluster 5768,195.2033.peg.2016
Cluster 5769,195.2033.peg.1985
Cluster 5770,195.2033.peg.2003
Cluster 5771,195.2046.peg.1716
Cluster 5772,195.2061.peg.618
Cluster 5773,195.2061.peg.1296
Cluster 5774,195.2066.peg.637
Cluster 5775,195.2089.peg.278
Cluster 5776,195.2102.peg.1102
Cluster 5777,195.2118.peg.1011
Cluster 5778,195.2122.peg.917
Cluster 5779,195.2125.peg.1729
Cluster 5780,195.2136.peg.1699
Cluster 5781,195.2137.peg.1860
Cluster 5782,195.2146.peg.1775
Cluster 5783,195.2163.peg.1828
Cluster 5784,195.2169.peg.1828
Cluster 5785,195.2175.peg.1356
Cluster 5786,195.2179.peg.1160
Cluster 5787,195.2255.peg.893
Cluster 5788,195.2276.peg.1738
Cluster 5789,195.2308.peg.1803
Cluster 5790,195.2317.peg.1614
Cluster 5791,195.2024.peg.682
Cluster 5792,195.2024.peg.629
Cluster 5793,195.2024.peg.1393
Cluster 5794,195.2024.peg.1643
Cluster 5795,195.2027.peg.1470
Cluster 5796,195.2028.peg.1813
Cluster 5797,195.2029.peg.1807
Cluster 5798,195.2038.peg.1465
Cluster 5799,195.2038.peg.580
Cluster 5800,195.2040.peg.1098
Cluster 5801,195.2056.peg.1164
Cluster 5802,195.2060.peg.1715
Cluster 5803,195.2086.peg.1782
Cluster 5804,195.2092.peg.1251
Cluster 5805,195.2095.peg.1610
Cluster 5806,195.2096.peg.1256
Cluster 5807,195.2098.peg.1596
Cluster 5808,195.2106.peg.717
Cluster 5809,195.2133.peg.1948
Cluster 5810,195.2138.peg.1826
Cluster 5811,195.2139.peg.1500
Cluster 5812,195.2150.peg.1825
Cluster 5813,195.2150.peg.1826
Cluster 5814,195.2165.peg.1182
Cluster 5815,195.2170.peg.1731
Cluster 5816,195.2174.peg.1857
Cluster 5817,195.2175.peg.1717
Cluster 5818,195.2185.peg.1730
Cluster 5819,195.2192.peg.1680
Cluster 5820,195.2222.peg.1769
Cluster 5821,195.2231.peg.266
Cluster 5822,195.2286.peg.1934
Cluster 5823,195.2289.peg.970
Cluster 5824,195.2299.peg.1015
Cluster 5825,195.2024.peg.176
Cluster 5826,195.2024.peg.326
